id_orden,id_provincia,provincia,origen_especifico,cp_origen_especifico,id_pais_destino,pais_destino,id_destino_especifico,destino_especifico,fecha,monto_operacion
1063,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1414,74,Estados Unidos,4446,Florida,18/12/2017,"8137,47"
136,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1017,47,Chile,656,Region Metropolitana de Santiago,20/11/2017,7840
1469,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1440,65,Ecuador,942,Pichincha,5/1/2018,"1990,33"
1195,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1440,178,Peru,3188,Lima,21/12/2017,2200
231,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1126,177,Paraguay,3396,Asuncion,28/11/2017,1037
344,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1188,65,Ecuador,942,Pichincha,5/12/2017,"1993,87"
251,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1263,72,España,1002,Albacete,30/11/2017,8560
269,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1263,72,España,1017,Las Palmas,1/12/2017,9156
841,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1263,72,España,1017,Las Palmas,12/12/2017,"5178,25"
1168,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1263,74,Estados Unidos,4473,New York,20/12/2017,8654
284,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1427,74,Estados Unidos,4477,Pennsylvania,1/12/2017,1150
638,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1427,64,Republica Dominicana,839,Distrito Nacional (Santo Domingo),13/12/2017,"2495,1"
953,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1427,74,Estados Unidos,4478,Puerto Rico (see also separate entry under PR),14/12/2017,"3105,9"
1099,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1427,94,Guatemala,1522,Guatemala,19/12/2017,"2061,05"
1258,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1427,64,Republica Dominicana,839,Distrito Nacional (Santo Domingo),26/12/2017,"2894,7"
951,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1184,149,Mexico,2955,Nuevo Leon,14/12/2017,8200
796,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1414,113,Italia,1823,Bologna,12/12/2017,"2651,95"
1199,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1424,47,Chile,655,Maule,21/12/2017,1200
1069,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1424,47,Chile,655,Maule,18/12/2017,200
874,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1185,178,Peru,3188,Lima,13/12/2017,4000
833,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1426,82,Francia,1170,Haut-Rhin,18/12/2017,1000
877,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1425,113,Italia,1862,Milano,13/12/2017,"1234,5"
905,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1440,94,Guatemala,1522,Guatemala,13/12/2017,"2686,5"
1529,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1414,181,Polonia,3314,Lubuskie,8/1/2018,2770
983,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1408,47,Chile,656,Region Metropolitana de Santiago,15/12/2017,384
1078,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1437,171,Paises Bajos,3080,Overijssel,18/12/2017,"3053,44"
1056,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1431,74,Estados Unidos,4483,Texas,20/12/2017,"2219,98"
1167,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1414,177,Paraguay,3396,Asuncion,20/12/2017,4200
1601,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1086,57,Corea del Sur,2115,Jeonrabugdo [Chollabuk-do],10/1/2018,"5283,2"
1875,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1086,115,Japon,1967,Aiti [Aichi],22/1/2018,"2983,88"
2258,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1414,185,Reino Unido,1315,Leicestershire,29/1/2018,"7467,56"
1911,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1102,74,Estados Unidos,4441,California,22/1/2018,"14045,4"
1970,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1102,74,Estados Unidos,4441,California,23/1/2018,12177
2946,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1440,65,Ecuador,942,Pichincha,19/2/2018,"1501,94"
2590,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1440,178,Peru,3188,Lima,6/2/2018,"14999,35"
875,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1217,185,Reino Unido,1363,Reading,13/12/2017,"8483,03"
1161,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1217,185,Reino Unido,1363,Reading,20/12/2017,"4088,88"
241,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1430,109,Iraq,1753,Arbil,29/11/2017,5033
187,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1430,68,Emiratos arabes Unidos,10,Dubayy [Dubai],26/11/2017,11959
716,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1430,51,Colombia,717,Distrito Capital de Bogota,11/12/2017,1188
1175,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1430,113,Italia,1884,Pavia,21/12/2017,1788
1065,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1430,178,Peru,3188,Lima,18/12/2017,7829
1906,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1430,11,Arabia Saudita,3569,Ash Sharqiyah,22/1/2018,8394
1817,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1427,82,Francia,1120,Correze,18/1/2018,"8730,65"
1483,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1263,72,España,1002,Albacete,5/1/2018,"1095,93"
1278,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1054,236,Uruguay,4502,Montevideo,27/12/2017,1050
1927,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1184,29,Bolivia,424,Santa Cruz,23/1/2018,9400
1765,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1184,51,Colombia,717,Distrito Capital de Bogota,16/1/2018,14943
1788,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1184,178,Peru,3188,Lima,17/1/2018,8800
2570,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1414,74,Estados Unidos,4452,Illinois,6/2/2018,"2471,85"
1505,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1013,74,Estados Unidos,4483,Texas,8/1/2018,14082
2291,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1013,74,Estados Unidos,4446,Florida,30/1/2018,10800
1602,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1013,74,Estados Unidos,4446,Florida,10/1/2018,5021
1924,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1414,74,Estados Unidos,4446,Florida,23/1/2018,2050
1218,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1426,236,Uruguay,4501,Maldonado,22/12/2017,4732
1287,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1185,65,Ecuador,942,Pichincha,27/12/2017,5170
895,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1407,236,Uruguay,4507,Salto,13/12/2017,3000
1533,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1437,82,Francia,1126,Drome,8/1/2018,10830
2048,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1437,74,Estados Unidos,4446,Florida,24/1/2018,"3343,6"
1536,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1289,74,Estados Unidos,4447,Georgia,9/1/2018,3000
1303,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1426,72,España,1051,Zaragoza,28/12/2017,3817
2443,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1426,231,Turquia,4169,Izmir,15/2/2018,3300
2963,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1417,59,Costa Rica,736,Alajuela,19/2/2018,648
1296,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1041,236,Uruguay,4501,Maldonado,28/12/2017,"5220,8"
1431,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1414,74,Estados Unidos,4446,Florida,4/1/2018,"1068,16"
591,82,Santa Fe,Rosario,2000,177,Paraguay,3381,Central,7/12/2017,1485
1475,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1425,65,Ecuador,942,Pichincha,5/1/2018,4235
1680,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1430,74,Estados Unidos,4483,Texas,11/1/2018,7435
1651,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1428,74,Estados Unidos,4446,Florida,11/1/2018,8192
1546,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1428,74,Estados Unidos,4446,Florida,9/1/2018,5280
747,82,Santa Fe,Rafaela,2300,74,Estados Unidos,4446,Florida,12/12/2017,"2635,52"
1689,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1088,47,Chile,656,Region Metropolitana de Santiago,12/1/2018,1120
1192,14,Córdoba,Las Varillas,5940,33,Brasil,438,Maranhao,26/12/2017,480
1833,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1414,115,Japon,1957,Tokyo [Tokyo],19/1/2018,"3954,4"
2441,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1414,74,Estados Unidos,4474,Ohio,2/2/2018,"708,75"
1696,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1057,74,Estados Unidos,4470,New Jersey,12/1/2018,352
1698,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1057,74,Estados Unidos,4470,New Jersey,12/1/2018,"376,75"
1205,14,Córdoba,Cordoba,5000,236,Uruguay,4501,Maldonado,22/12/2017,4060
1798,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1425,74,Estados Unidos,4470,New Jersey,24/1/2018,2031
1868,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1292,178,Peru,3188,Lima,22/1/2018,"2152,8"
2404,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1414,82,Francia,1194,Hauts-de-Seine,2/2/2018,"3124,49"
3354,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1086,74,Estados Unidos,4441,California,28/2/2018,"12218,89"
3331,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1086,74,Estados Unidos,4470,New Jersey,28/2/2018,"1990,66"
3870,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1102,74,Estados Unidos,4441,California,15/3/2018,12106
2640,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1217,185,Reino Unido,1363,Reading,7/2/2018,"6417,4"
2799,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1217,185,Reino Unido,1363,Reading,14/2/2018,"5482,23"
3012,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1217,185,Reino Unido,1363,Reading,20/2/2018,"5344,03"
3618,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1217,185,Reino Unido,1363,Reading,7/3/2018,"6501,74"
2670,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1430,109,Iraq,1753,Arbil,8/2/2018,5660
1103,50,Mendoza,Mendoza,5500,47,Chile,647,La Araucania,19/12/2017,"854,65"
2996,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1188,65,Ecuador,942,Pichincha,20/2/2018,"1938,5"
2435,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1054,115,Japon,1957,Tokyo [Tokyo],2/2/2018,"2878,42"
2877,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1414,74,Estados Unidos,4452,Illinois,15/2/2018,"1673,56"
2909,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1013,74,Estados Unidos,4446,Florida,16/2/2018,"3847,5"
3003,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1013,74,Estados Unidos,4446,Florida,20/2/2018,8136
3274,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1013,74,Estados Unidos,4476,Oregon,27/2/2018,9564
2330,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1440,65,Ecuador,942,Pichincha,31/1/2018,3760
4074,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1437,103,Honduras,1563,Cortes,21/3/2018,"1925,23"
3543,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1414,181,Polonia,3314,Lubuskie,6/3/2018,2765
2783,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1408,74,Estados Unidos,4446,Florida,14/2/2018,350
2895,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1408,74,Estados Unidos,4446,Florida,16/2/2018,850
2584,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1437,82,Francia,1155,Mayenne,6/2/2018,9380
3091,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1289,74,Estados Unidos,4468,Nebraska,22/2/2018,5000
3633,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1289,74,Estados Unidos,4460,Michigan,8/3/2018,3800
3679,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1289,74,Estados Unidos,4477,Pennsylvania,9/3/2018,6480
1803,14,Córdoba,Cordoba,5009,29,Bolivia,424,Santa Cruz,17/1/2018,3600
3344,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1431,149,Mexico,2951,Mexico,1/3/2018,4200
2894,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1414,4,Alemania,804,Baden-Wurttemberg,16/2/2018,"8402,73"
3542,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1426,178,Peru,3188,Lima,6/3/2018,3780
2791,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1021,68,Emiratos arabes Unidos,10,Dubayy [Dubai],15/2/2018,3815
3641,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1075,113,Italia,1862,Milano,8/3/2018,1750
2724,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1425,74,Estados Unidos,4446,Florida,9/2/2018,"2158,85"
2395,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1425,236,Uruguay,4502,Montevideo,1/2/2018,1671
3716,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1439,74,Estados Unidos,4489,Washington,9/3/2018,1110
113,50,Mendoza,Guaymallen,5519,178,Peru,3194,Piura,13/11/2017,1575
111,50,Mendoza,Guaymallen,5519,213,Suiza,607,Bern (de),13/11/2017,1900
3107,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1414,185,Reino Unido,1315,Leicestershire,22/2/2018,"2525,5"
2539,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1414,74,Estados Unidos,4476,Oregon,5/2/2018,"3439,66"
2540,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1414,74,Estados Unidos,4450,Iowa,5/2/2018,"2375,88"
2541,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1414,74,Estados Unidos,4441,California,5/2/2018,"2728,12"
2544,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1414,74,Estados Unidos,4450,Iowa,5/2/2018,"3985,16"
2549,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1414,43,Canada,544,Ontario,5/2/2018,3503
3760,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1135,90,Grecia,1516,Kriti,13/3/2018,8880
3793,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1241,177,Paraguay,3381,Central,13/3/2018,6975
2695,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1037,74,Estados Unidos,4446,Florida,8/2/2018,1840
2973,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1222,171,Paises Bajos,3079,Noord-Holland,19/2/2018,"2499,2"
3009,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1009,64,Republica Dominicana,870,Santo Domingo,20/2/2018,"3,45"
3209,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1414,171,Paises Bajos,3083,Zuid-Holland,23/2/2018,"1149,57"
3765,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1201,64,Republica Dominicana,870,Santo Domingo,13/3/2018,"2323,84"
4746,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1102,74,Estados Unidos,4441,California,12/4/2018,"10622,8"
4614,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1102,212,Suecia,3644,Hallands lan,9/4/2018,1519
3704,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1440,175,Panama,3169,Panama,9/3/2018,2006
4808,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1430,109,Iraq,1753,Arbil,13/4/2018,4185
4967,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1430,109,Iraq,1753,Arbil,19/4/2018,2084
5043,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1430,106,India,1735,Maharashtra,19/4/2018,2228
5095,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1263,74,Estados Unidos,4473,New York,20/4/2018,"3202,5"
4076,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1263,74,Estados Unidos,4459,Maine,21/3/2018,1068
4944,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1263,74,Estados Unidos,4483,Texas,17/4/2018,5730
4289,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1054,115,Japon,1957,Tokyo [Tokyo],28/3/2018,"4198,78"
5132,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1414,115,Japon,1957,Tokyo [Tokyo],23/4/2018,2979
1728,14,Córdoba,Cordoba,5001,177,Paraguay,3396,Asuncion,15/1/2018,1798
3689,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1437,16,Australia,138,Western Australia,9/3/2018,6350
4104,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1437,74,Estados Unidos,4446,Florida,22/3/2018,"9309,1"
3691,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1289,74,Estados Unidos,4477,Pennsylvania,9/3/2018,6400
3975,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1289,74,Estados Unidos,4476,Oregon,19/3/2018,2400
4012,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1289,74,Estados Unidos,4466,North Carolina,20/3/2018,9900
4033,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1289,74,Estados Unidos,4453,Indiana,20/3/2018,7700
5638,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1289,74,Estados Unidos,4446,Florida,8/5/2018,8000
5426,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1431,149,Mexico,2951,Mexico,3/5/2018,8110
1720,82,Santa Fe,Rosario,2000,47,Chile,656,Region Metropolitana de Santiago,15/1/2018,2440
2263,82,Santa Fe,Rosario,2000,149,Mexico,2950,Jalisco,31/1/2018,3717
5275,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1419,236,Uruguay,4501,Maldonado,26/4/2018,"13380,8"
4246,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1428,74,Estados Unidos,4446,Florida,27/3/2018,12288
4196,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1428,115,Japon,1972,Hyogo[Hyogo],26/3/2018,"2558,4"
3891,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1414,236,Uruguay,4501,Maldonado,16/3/2018,"5736,12"
4561,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1414,16,Australia,132,New South Wales,6/4/2018,"3188,64"
4714,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1414,4,Alemania,811,Nordrhein-Westfalen,11/4/2018,"2632,23"
4532,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1190,115,Japon,1957,Tokyo [Tokyo],5/4/2018,"1624,5"
1701,14,Córdoba,Cordoba,5000,236,Uruguay,4496,Colonia,12/1/2018,"1959,75"
3690,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1115,72,España,1005,Barcelona [Barcelona],9/3/2018,13584
5026,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1115,72,España,1005,Barcelona [Barcelona],19/4/2018,6600
4983,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1417,59,Costa Rica,736,Alajuela,18/4/2018,3150
3876,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1295,236,Uruguay,4502,Montevideo,15/3/2018,"859,8"
3872,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1430,185,Reino Unido,1351,Oxfordshire,15/3/2018,1526
5209,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1428,185,Reino Unido,1422,West Sussex,26/4/2018,"1138,94"
4021,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1135,111,Islandia,1801,Hofuðborgarsvæði utan Reykjavikur,20/3/2018,3900
4310,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1231,74,Estados Unidos,4441,California,28/3/2018,2880
5088,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1231,74,Estados Unidos,4473,New York,20/4/2018,2400
4692,2,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,1427,33,Brasil,454,Sao Paulo,11/4/2018,6300
