id_orden,id_provincia,provincia,origen_especifico,cp_origen_especifico,id_pais_destino,pais_destino,id_destino_especifico,destino_especifico,fecha,monto_operacion
101,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,74,Estados Unidos,4446,Florida,9/11/2017,"8.989,34"
1063,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,74,Estados Unidos,4446,Florida,18/12/2017,"8.137,47"
136,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1017,47,Chile,656,Region Metropolitana de Santiago,20/11/2017,"7.840,00"
1469,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1440,65,Ecuador,942,Pichincha,5/1/2018,"1.990,33"
1195,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1440,178,Peru,3188,Lima,21/12/2017,"2.200,00"
231,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1126,177,Paraguay,3396,Asuncion,28/11/2017,"1.037,00"
344,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1188,65,Ecuador,942,Pichincha,5/12/2017,"1.993,87"
251,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1263,72,España,1002,Albacete,30/11/2017,"8.560,00"
269,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1263,72,España,1017,Las Palmas,1/12/2017,"9.156,00"
841,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1263,72,España,1017,Las Palmas,12/12/2017,"5.178,25"
1168,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1263,74,Estados Unidos,4473,New York,20/12/2017,"8.654,00"
284,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1427,74,Estados Unidos,4477,Pennsylvania,1/12/2017,"1.150,00"
638,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1427,64,Republica Dominicana,839,Distrito Nacional (Santo Domingo),13/12/2017,"2.495,10"
953,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1427,74,Estados Unidos,4478,Puerto Rico (see also separate entry under PR),14/12/2017,"3.105,90"
1099,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1427,94,Guatemala,1522,Guatemala,19/12/2017,"2.061,05"
1258,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1427,64,Republica Dominicana,839,Distrito Nacional (Santo Domingo),26/12/2017,"2.894,70"
951,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1184,149,Mexico,2955,Nuevo Leon,14/12/2017,"8.200,00"
796,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,113,Italia,1823,Bologna,12/12/2017,"2.651,95"
1199,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1424,47,Chile,655,Maule,21/12/2017,"1.200,00"
1069,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1424,47,Chile,655,Maule,18/12/2017,200
874,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1185,178,Peru,3188,Lima,13/12/2017,"4.000,00"
833,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1426,82,Francia,1170,Haut-Rhin,18/12/2017,"1.000,00"
877,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1425,113,Italia,1862,Milano,13/12/2017,"1.234,50"
905,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1440,94,Guatemala,1522,Guatemala,13/12/2017,"2.686,50"
1529,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,181,Polonia,3314,Lubuskie,8/1/2018,"2.770,00"
983,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1408,47,Chile,656,Region Metropolitana de Santiago,15/12/2017,384
1078,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1437,171,Paises Bajos,3080,Overijssel,18/12/2017,"3.053,44"
1056,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1431,74,Estados Unidos,4483,Texas,20/12/2017,"2.219,98"
1167,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,177,Paraguay,3396,Asuncion,20/12/2017,"4.200,00"
1601,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1086,57,Corea del Sur,2115,Jeonrabugdo [Chollabuk-do],10/1/2018,"5.283,20"
1875,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1086,115,Japon,1967,Aiti [Aichi],22/1/2018,"2.983,88"
2258,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,185,Reino Unido,1315,Leicestershire,29/1/2018,"7.467,56"
1911,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1102,74,Estados Unidos,4441,California,22/1/2018,"14.045,40"
1970,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1102,74,Estados Unidos,4441,California,23/1/2018,"12.177,00"
2946,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1440,65,Ecuador,942,Pichincha,19/2/2018,"1.501,94"
2590,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1440,178,Peru,3188,Lima,6/2/2018,"14.999,35"
875,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1217,185,Reino Unido,1363,Reading,13/12/2017,"8.483,03"
1161,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1217,185,Reino Unido,1363,Reading,20/12/2017,"4.088,88"
241,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1430,109,Iraq,1753,Arbil,29/11/2017,"5.033,00"
187,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1430,68,Emiratos arabes Unidos,10,Dubayy [Dubai],26/11/2017,"11.959,00"
716,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1430,51,Colombia,717,Distrito Capital de Bogota,11/12/2017,"1.188,00"
1175,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1430,113,Italia,1884,Pavia,21/12/2017,"1.788,00"
1065,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1430,178,Peru,3188,Lima,18/12/2017,"7.829,00"
1906,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1430,11,Arabia Saudita,3569,Ash Sharqiyah,22/1/2018,"8.394,00"
1817,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1427,82,Francia,1120,Correze,18/1/2018,"8.730,65"
1483,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1263,72,España,1002,Albacete,5/1/2018,"1.095,93"
1278,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1054,236,Uruguay,4502,Montevideo,27/12/2017,"1.050,00"
1927,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1184,29,Bolivia,424,Santa Cruz,23/1/2018,"9.400,00"
1765,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1184,51,Colombia,717,Distrito Capital de Bogota,16/1/2018,"14.943,00"
1788,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1184,178,Peru,3188,Lima,17/1/2018,"8.800,00"
2570,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,74,Estados Unidos,4452,Illinois,6/2/2018,"2.471,85"
1505,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1013,74,Estados Unidos,4483,Texas,8/1/2018,"14.082,00"
2291,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1013,74,Estados Unidos,4446,Florida,30/1/2018,"10.800,00"
1602,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1013,74,Estados Unidos,4446,Florida,10/1/2018,"5.021,00"
1924,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,74,Estados Unidos,4446,Florida,23/1/2018,"2.050,00"
1218,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1426,236,Uruguay,4501,Maldonado,22/12/2017,"4.732,00"
1287,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1185,65,Ecuador,942,Pichincha,27/12/2017,"5.170,00"
895,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1407,236,Uruguay,4507,Salto,13/12/2017,"3.000,00"
1533,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1437,82,Francia,1126,Drome,8/1/2018,"10.830,00"
2048,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1437,74,Estados Unidos,4446,Florida,24/1/2018,"3.343,60"
1536,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1289,74,Estados Unidos,4447,Georgia,9/1/2018,"3.000,00"
1303,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1426,72,España,1051,Zaragoza,28/12/2017,"3.817,00"
2443,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1426,231,Turquia,4169,Izmir,15/2/2018,"3.300,00"
2963,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1417,59,Costa Rica,736,Alajuela,19/2/2018,648
1296,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1041,236,Uruguay,4501,Maldonado,28/12/2017,"5.220,80"
1431,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,74,Estados Unidos,4446,Florida,4/1/2018,"1.068,16"
591,82,Santa Fe,Rosario,2000,177,Paraguay,3381,Central,7/12/2017,"1.485,00"
1475,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1425,65,Ecuador,942,Pichincha,5/1/2018,"4.235,00"
1680,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1430,74,Estados Unidos,4483,Texas,11/1/2018,"7.435,00"
1651,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1428,74,Estados Unidos,4446,Florida,11/1/2018,"8.192,00"
1546,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1428,74,Estados Unidos,4446,Florida,9/1/2018,"5.280,00"
747,82,Santa Fe,Rafaela,2300,74,Estados Unidos,4446,Florida,12/12/2017,"2.635,52"
1689,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1088,47,Chile,656,Region Metropolitana de Santiago,12/1/2018,"1.120,00"
1192,14,Cordoba,Las Varillas,5940,33,Brasil,438,Maranhao,26/12/2017,480
1833,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,115,Japon,1957,Tokyo [Tokyo],19/1/2018,"3.954,40"
2441,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,74,Estados Unidos,4474,Ohio,2/2/2018,"708,75"
1696,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1057,74,Estados Unidos,4470,New Jersey,12/1/2018,352
1698,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1057,74,Estados Unidos,4470,New Jersey,12/1/2018,"376,75"
1205,14,Cordoba,Cordoba,5000,236,Uruguay,4501,Maldonado,22/12/2017,"4.060,00"
1798,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1425,74,Estados Unidos,4470,New Jersey,24/1/2018,"2.031,00"
1868,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1292,178,Peru,3188,Lima,22/1/2018,"2.152,80"
2404,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,82,Francia,1194,Hauts-de-Seine,2/2/2018,"3.124,49"
3354,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1086,74,Estados Unidos,4441,California,28/2/2018,"12.218,89"
3331,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1086,74,Estados Unidos,4470,New Jersey,28/2/2018,"1.990,66"
3870,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1102,74,Estados Unidos,4441,California,15/3/2018,"12.106,00"
2640,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1217,185,Reino Unido,1363,Reading,7/2/2018,"6.417,40"
2799,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1217,185,Reino Unido,1363,Reading,14/2/2018,"5.482,23"
3012,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1217,185,Reino Unido,1363,Reading,20/2/2018,"5.344,03"
3618,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1217,185,Reino Unido,1363,Reading,7/3/2018,"6.501,74"
2670,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1430,109,Iraq,1753,Arbil,8/2/2018,"5.660,00"
1103,50,Mendoza,Mendoza,5500,47,Chile,647,La Araucania,19/12/2017,"854,65"
2996,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1188,65,Ecuador,942,Pichincha,20/2/2018,"1.938,50"
2435,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1054,115,Japon,1957,Tokyo [Tokyo],2/2/2018,"2.878,42"
2877,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,74,Estados Unidos,4452,Illinois,15/2/2018,"1.673,56"
2909,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1013,74,Estados Unidos,4446,Florida,16/2/2018,"3.847,50"
3003,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1013,74,Estados Unidos,4446,Florida,20/2/2018,"8.136,00"
3274,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1013,74,Estados Unidos,4476,Oregon,27/2/2018,"9.564,00"
2330,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1440,65,Ecuador,942,Pichincha,31/1/2018,"3.760,00"
4074,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1437,103,Honduras,1563,Cortes,21/3/2018,"1.925,23"
3543,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,181,Polonia,3314,Lubuskie,6/3/2018,"2.765,00"
2783,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1408,74,Estados Unidos,4446,Florida,14/2/2018,350
2895,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1408,74,Estados Unidos,4446,Florida,16/2/2018,850
2584,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1437,82,Francia,1155,Mayenne,6/2/2018,"9.380,00"
3091,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1289,74,Estados Unidos,4468,Nebraska,22/2/2018,"5.000,00"
3633,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1289,74,Estados Unidos,4460,Michigan,8/3/2018,"3.800,00"
3679,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1289,74,Estados Unidos,4477,Pennsylvania,9/3/2018,"6.480,00"
1803,14,Cordoba,Cordoba,5009,29,Bolivia,424,Santa Cruz,17/1/2018,"3.600,00"
3344,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1431,149,Mexico,2951,Mexico,1/3/2018,"4.200,00"
2894,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,04,Alemania,804,Baden-Wurttemberg,16/2/2018,"8.402,73"
3542,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1426,178,Peru,3188,Lima,6/3/2018,"3.780,00"
2791,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1021,68,Emiratos arabes Unidos,10,Dubayy [Dubai],15/2/2018,"3.815,00"
3641,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1075,113,Italia,1862,Milano,8/3/2018,"1.750,00"
2724,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1425,74,Estados Unidos,4446,Florida,9/2/2018,"2.158,85"
2395,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1425,236,Uruguay,4502,Montevideo,1/2/2018,"1.671,00"
3716,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1439,74,Estados Unidos,4489,Washington,9/3/2018,"1.110,00"
113,50,Mendoza,Guaymallen,5519,178,Peru,3194,Piura,13/11/2017,"1.575,00"
111,50,Mendoza,Guaymallen,5519,213,Suiza,607,Bern (de),13/11/2017,"1.900,00"
3107,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,185,Reino Unido,1315,Leicestershire,22/2/2018,"2.525,50"
2539,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,74,Estados Unidos,4476,Oregon,5/2/2018,"3.439,66"
2540,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,74,Estados Unidos,4450,Iowa,5/2/2018,"2.375,88"
2541,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,74,Estados Unidos,4441,California,5/2/2018,"2.728,12"
2544,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,74,Estados Unidos,4450,Iowa,5/2/2018,"3.985,16"
2549,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,43,Canada,544,Ontario,5/2/2018,"3.503,00"
3760,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1135,90,Grecia,1516,Kriti,13/3/2018,"8.880,00"
3793,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1241,177,Paraguay,3381,Central,13/3/2018,"6.975,00"
2695,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1037,74,Estados Unidos,4446,Florida,8/2/2018,"1.840,00"
2973,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1222,171,Paises Bajos,3079,Noord-Holland,19/2/2018,"2.499,20"
3009,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1009,64,Republica Dominicana,870,Santo Domingo,20/2/2018,"3,45"
3209,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,171,Paises Bajos,3083,Zuid-Holland,23/2/2018,"1.149,57"
3765,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1201,64,Republica Dominicana,870,Santo Domingo,13/3/2018,"2.323,84"
4746,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1102,74,Estados Unidos,4441,California,12/4/2018,"10.622,80"
4614,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1102,212,Suecia,3644,Hallands lan,9/4/2018,"1.519,00"
3704,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1440,175,Panama,3169,Panama,9/3/2018,"2.006,00"
4808,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1430,109,Iraq,1753,Arbil,13/4/2018,"4.185,00"
4967,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1430,109,Iraq,1753,Arbil,19/4/2018,"2.084,00"
5043,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1430,106,India,1735,Maharashtra,19/4/2018,"2.228,00"
5095,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1263,74,Estados Unidos,4473,New York,20/4/2018,"3.202,50"
4076,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1263,74,Estados Unidos,4459,Maine,21/3/2018,"1.068,00"
4944,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1263,74,Estados Unidos,4483,Texas,17/4/2018,"5.730,00"
4289,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1054,115,Japon,1957,Tokyo [Tokyo],28/3/2018,"4.198,78"
5132,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,115,Japon,1957,Tokyo [Tokyo],23/4/2018,"2.979,00"
1728,14,Cordoba,Cordoba,5001,177,Paraguay,3396,Asuncion,15/1/2018,"1.798,00"
3689,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1437,16,Australia,138,Western Australia,9/3/2018,"6.350,00"
4104,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1437,74,Estados Unidos,4446,Florida,22/3/2018,"9.309,10"
3691,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1289,74,Estados Unidos,4477,Pennsylvania,9/3/2018,"6.400,00"
3975,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1289,74,Estados Unidos,4476,Oregon,19/3/2018,"2.400,00"
4012,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1289,74,Estados Unidos,4466,North Carolina,20/3/2018,"9.900,00"
4033,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1289,74,Estados Unidos,4453,Indiana,20/3/2018,"7.700,00"
5638,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1289,74,Estados Unidos,4446,Florida,8/5/2018,"8.000,00"
5426,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1431,149,Mexico,2951,Mexico,3/5/2018,"8.110,00"
1720,82,Santa Fe,Rosario,2000,47,Chile,656,Region Metropolitana de Santiago,15/1/2018,"2.440,00"
2263,82,Santa Fe,Rosario,2000,149,Mexico,2950,Jalisco,31/1/2018,"3.717,00"
5275,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1419,236,Uruguay,4501,Maldonado,26/4/2018,"13.380,80"
4246,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1428,74,Estados Unidos,4446,Florida,27/3/2018,"12.288,00"
4196,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1428,115,Japon,1972,Hyogo[Hyogo],26/3/2018,"2.558,40"
3891,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,236,Uruguay,4501,Maldonado,16/3/2018,"5.736,12"
4561,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,16,Australia,132,New South Wales,6/4/2018,"3.188,64"
4714,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1414,04,Alemania,811,Nordrhein-Westfalen,11/4/2018,"2.632,23"
4532,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1190,115,Japon,1957,Tokyo [Tokyo],5/4/2018,"1.624,50"
1701,14,Cordoba,Cordoba,5000,236,Uruguay,4496,Colonia,12/1/2018,"1.959,75"
3690,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1115,72,España,1005,Barcelona [Barcelona],9/3/2018,"13.584,00"
5026,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1115,72,España,1005,Barcelona [Barcelona],19/4/2018,"6.600,00"
4983,02,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,1417,59,Costa Rica,736,Alajuela,18/4/2018,"3.150,00"
